Year,Tm,Home_win_pct,Home_Games,Home_Wins,Away_win_pct,Away_Games,Away_Wins,Difference,Absolute Difference
1910,BRO,0.4875,80,39,0.328947368,76,25,0.158552632,0.158552632
1949,BSN,0.558441558,77,43,0.4,80,32,0.158441558,0.158441558
1915,WSH,0.625,80,50,0.466666667,75,35,0.158333333,0.158333333
1947,BOS,0.604938272,81,49,0.447368421,76,34,0.157569851,0.157569851
1920,BSN,0.486486486,74,36,0.329113924,79,26,0.157372562,0.157372562
1945,CLE,0.571428571,77,44,0.414285714,70,29,0.157142857,0.157142857
1963,NYY,0.725,80,58,0.567901235,81,46,0.157098765,0.157098765
1897,BLN,0.739130435,69,51,0.582089552,67,39,0.157040883,0.157040883
2018,MIA,0.469135802,81,38,0.3125,80,25,0.156635802,0.156635802
1892,CLV,0.683544304,79,54,0.527027027,74,39,0.156517277,0.156517277
2004,TOR,0.49382716,81,40,0.3375,80,27,0.15632716,0.15632716
1905,DET,0.592105263,76,45,0.435897436,78,34,0.156207827,0.156207827
1975,PIT,0.65,80,52,0.49382716,81,40,0.15617284,0.15617284
1935,CHC,0.727272727,77,56,0.571428571,77,44,0.155844156,0.155844156
1934,NYY,0.688311688,77,53,0.532467532,77,41,0.155844156,0.155844156
1929,BSN,0.441558442,77,34,0.285714286,77,22,0.155844156,0.155844156
1921,CHW,0.480519481,77,37,0.324675325,77,25,0.155844156,0.155844156
1910,CHC,0.753246753,77,58,0.597402597,77,46,0.155844156,0.155844156
1957,DET,0.584415584,77,45,0.428571429,77,33,0.155844156,0.155844156
1933,STL,0.61038961,77,47,0.454545455,77,35,0.155844156,0.155844156
1932,PHI,0.584415584,77,45,0.428571429,77,33,0.155844156,0.155844156
1930,BRO,0.636363636,77,49,0.480519481,77,37,0.155844156,0.155844156
1972,KCR,0.571428571,77,44,0.415584416,77,32,0.155844156,0.155844156
1959,CIN,0.558441558,77,43,0.402597403,77,31,0.155844156,0.155844156
1986,PHI,0.6125,80,49,0.456790123,81,37,0.155709877,0.155709877
1980,SFG,0.543209877,81,44,0.3875,80,31,0.155709877,0.155709877
1977,MIN,0.6,80,48,0.444444444,81,36,0.155555556,0.155555556
1964,NYM,0.402439024,82,33,0.24691358,81,20,0.155525444,0.155525444
1979,CLE,0.580246914,81,47,0.425,80,34,0.155246914,0.155246914
1942,BOS,0.688311688,77,53,0.533333333,75,40,0.154978355,0.154978355
1963,BOS,0.55,80,44,0.395061728,81,32,0.154938272,0.154938272
1897,NYG,0.671052632,76,51,0.516129032,62,32,0.154923599,0.154923599
1949,NYG,0.544303797,79,43,0.38961039,77,30,0.154693408,0.154693408
1883,BAL,0.367346939,49,18,0.212765957,47,10,0.154580981,0.154580981
2004,TBD,0.5125,80,41,0.358024691,81,29,0.154475309,0.154475309
1926,NYY,0.666666667,75,50,0.5125,80,41,0.154166667,0.154166667
1909,BRO,0.430379747,79,34,0.276315789,76,21,0.154063957,0.154063957
1904,BSN,0.430379747,79,34,0.276315789,76,21,0.154063957,0.154063957
1960,SFG,0.584415584,77,45,0.430379747,79,34,0.154035838,0.154035838
2008,CHC,0.679012346,81,55,0.525,80,42,0.154012346,0.154012346
1985,TEX,0.4625,80,37,0.308641975,81,25,0.153858025,0.153858025
1994,MIN,0.542372881,59,32,0.388888889,54,21,0.153483992,0.153483992
1983,SDP,0.573170732,82,47,0.419753086,81,34,0.153417645,0.153417645
1998,STL,0.585365854,82,48,0.432098765,81,35,0.153267088,0.153267088
1905,CHC,0.666666667,81,54,0.513513514,74,38,0.153153153,0.153153153
1915,CHC,0.545454545,77,42,0.392405063,79,31,0.153049482,0.153049482
1937,WSH,0.5375,80,43,0.384615385,78,30,0.152884615,0.152884615
1995,COL,0.611111111,72,44,0.458333333,72,33,0.152777778,0.152777778
1995,NYM,0.555555556,72,40,0.402777778,72,29,0.152777778,0.152777778
1967,DET,0.634146341,82,52,0.481481481,81,39,0.15266486,0.15266486
1926,NYG,0.565789474,76,43,0.413333333,75,31,0.15245614,0.15245614
1890,CLE,0.5,62,31,0.347826087,69,24,0.152173913,0.152173913
1884,BOS,0.596491228,57,34,0.444444444,54,24,0.152046784,0.152046784
2019,CIN,0.548387097,62,34,0.396551724,58,23,0.151835373,0.151835373
1922,BSN,0.421052632,76,32,0.269230769,78,21,0.151821862,0.151821862
1898,CIN,0.651685393,89,58,0.5,68,34,0.151685393,0.151685393
1991,CHC,0.554216867,83,46,0.402597403,77,31,0.151619465,0.151619465
1914,PBS,0.493333333,75,37,0.341772152,79,27,0.151561181,0.151561181
1903,SLB,0.542857143,70,38,0.391304348,69,27,0.151552795,0.151552795
1927,CIN,0.5625,80,45,0.410958904,73,30,0.151541096,0.151541096
1885,SLM,0.396551724,58,23,0.245283019,53,13,0.151268705,0.151268705
1925,BRO,0.519480519,77,40,0.368421053,76,28,0.151059467,0.151059467
2004,SEA,0.463414634,82,38,0.3125,80,25,0.150914634,0.150914634
1896,CLV,0.671875,64,43,0.521126761,71,37,0.150748239,0.150748239
1906,WSH,0.44,75,33,0.289473684,76,22,0.150526316,0.150526316
1891,WAS,0.388888889,72,28,0.23880597,67,16,0.150082919,0.150082919
1988,NYM,0.7,80,56,0.55,80,44,0.15,0.15
1892,BLN,0.376623377,77,29,0.226666667,75,17,0.14995671,0.14995671
1888,STL,0.731707317,82,60,0.581818182,55,32,0.149889135,0.149889135
1956,CIN,0.662337662,77,51,0.512820513,78,40,0.14951715,0.14951715
1916,DET,0.636363636,77,49,0.487179487,78,38,0.149184149,0.149184149
1982,CHW,0.6125,80,49,0.463414634,82,38,0.149085366,0.149085366
2003,ANA,0.548780488,82,45,0.4,80,32,0.148780488,0.148780488
1886,STL,0.742857143,70,52,0.594202899,69,41,0.148654244,0.148654244
1979,NYY,0.62962963,81,51,0.481012658,79,38,0.148616971,0.148616971
1922,BRO,0.564102564,78,44,0.415584416,77,32,0.148518149,0.148518149
1943,DET,0.576923077,78,45,0.428571429,77,33,0.148351648,0.148351648
1932,BSN,0.571428571,77,44,0.423076923,78,33,0.148351648,0.148351648
1941,DET,0.558441558,77,43,0.41025641,78,32,0.148185148,0.148185148
2016,CHW,0.555555556,81,45,0.407407407,81,33,0.148148148,0.148148148
2016,NYY,0.592592593,81,48,0.444444444,81,36,0.148148148,0.148148148
2008,LAD,0.592592593,81,48,0.444444444,81,36,0.148148148,0.148148148
1997,MON,0.555555556,81,45,0.407407407,81,33,0.148148148,0.148148148
2018,TBR,0.62962963,81,51,0.481481481,81,39,0.148148148,0.148148148
2014,STL,0.62962963,81,51,0.481481481,81,39,0.148148148,0.148148148
2010,TEX,0.62962963,81,51,0.481481481,81,39,0.148148148,0.148148148
1971,SFG,0.62962963,81,51,0.481481481,81,39,0.148148148,0.148148148
2006,MIN,0.666666667,81,54,0.518518519,81,42,0.148148148,0.148148148
2017,PHI,0.481481481,81,39,0.333333333,81,27,0.148148148,0.148148148
2012,DET,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
2012,STL,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
2011,OAK,0.530864198,81,43,0.382716049,81,31,0.148148148,0.148148148
2010,MIN,0.654320988,81,53,0.50617284,81,41,0.148148148,0.148148148
2008,CIN,0.530864198,81,43,0.382716049,81,31,0.148148148,0.148148148
2008,COL,0.530864198,81,43,0.382716049,81,31,0.148148148,0.148148148
2005,KCR,0.419753086,81,34,0.271604938,81,22,0.148148148,0.148148148
2004,BOS,0.679012346,81,55,0.530864198,81,43,0.148148148,0.148148148
2002,ARI,0.679012346,81,55,0.530864198,81,43,0.148148148,0.148148148
2002,TEX,0.518518519,81,42,0.37037037,81,30,0.148148148,0.148148148
1997,FLA,0.641975309,81,52,0.49382716,81,40,0.148148148,0.148148148
1997,NYM,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
1996,MON,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
1993,NYY,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
1992,SFG,0.518518519,81,42,0.37037037,81,30,0.148148148,0.148148148
1988,DET,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
1986,SDP,0.530864198,81,43,0.382716049,81,31,0.148148148,0.148148148
1984,CHW,0.530864198,81,43,0.382716049,81,31,0.148148148,0.148148148
1970,CIN,0.703703704,81,57,0.555555556,81,45,0.148148148,0.148148148
1968,HOU,0.518518519,81,42,0.37037037,81,30,0.148148148,0.148148148
1963,SFG,0.617283951,81,50,0.469135802,81,38,0.148148148,0.148148148
2018,DET,0.469135802,81,38,0.320987654,81,26,0.148148148,0.148148148
2017,SFG,0.469135802,81,38,0.320987654,81,26,0.148148148,0.148148148
2014,CIN,0.543209877,81,44,0.395061728,81,32,0.148148148,0.148148148
2009,NYM,0.50617284,81,41,0.358024691,81,29,0.148148148,0.148148148
2006,COL,0.543209877,81,44,0.395061728,81,32,0.148148148,0.148148148
2003,PHI,0.604938272,81,49,0.456790123,81,37,0.148148148,0.148148148
2002,KCR,0.456790123,81,37,0.308641975,81,25,0.148148148,0.148148148
2001,TBD,0.456790123,81,37,0.308641975,81,25,0.148148148,0.148148148
1999,SFG,0.604938272,81,49,0.456790123,81,37,0.148148148,0.148148148
1992,PHI,0.50617284,81,41,0.358024691,81,29,0.148148148,0.148148148
1992,SEA,0.469135802,81,38,0.320987654,81,26,0.148148148,0.148148148
1982,TEX,0.469135802,81,38,0.320987654,81,26,0.148148148,0.148148148
1974,PHI,0.567901235,81,46,0.419753086,81,34,0.148148148,0.148148148
1974,SDP,0.444444444,81,36,0.296296296,81,24,0.148148148,0.148148148
1962,MLN,0.604938272,81,49,0.456790123,81,37,0.148148148,0.148148148
1931,NYG,0.641025641,78,50,0.493333333,75,37,0.147692308,0.147692308
1926,CHW,0.594936709,79,47,0.447368421,76,34,0.147568288,0.147568288
1904,PHA,0.594936709,79,47,0.447368421,76,34,0.147568288,0.147568288
1944,BRO,0.480519481,77,37,0.333333333,78,26,0.147186147,0.147186147
1976,SDP,0.525,80,42,0.37804878,82,31,0.14695122,0.14695122
1914,SLB,0.518518519,81,42,0.371794872,78,29,0.146723647,0.146723647
1916,CLE,0.564102564,78,44,0.417721519,79,33,0.146381045,0.146381045
1910,PHA,0.730769231,78,57,0.584415584,77,45,0.146353646,0.146353646
1959,MLN,0.620253165,79,49,0.474358974,78,37,0.14589419,0.14589419
1901,PHI,0.666666667,69,46,0.521126761,71,37,0.145539906,0.145539906
1981,NYY,0.62745098,51,32,0.482142857,56,27,0.145308123,0.145308123
1938,WSH,0.564102564,78,44,0.418918919,74,31,0.145183645,0.145183645
1930,SLB,0.487179487,78,38,0.342105263,76,26,0.145074224,0.145074224
1910,NYG,0.658227848,79,52,0.513157895,76,39,0.145069953,0.145069953
1929,CHW,0.460526316,76,35,0.315789474,76,24,0.144736842,0.144736842
1937,NYY,0.721518987,79,57,0.576923077,78,45,0.14459591,0.14459591
1937,BOS,0.594594595,74,44,0.45,80,36,0.144594595,0.144594595
1937,BRO,0.473684211,76,36,0.329113924,79,26,0.144570286,0.144570286
1967,KCA,0.456790123,81,37,0.3125,80,25,0.144290123,0.144290123
1884,BRO,0.442307692,52,23,0.298245614,57,17,0.144062078,0.144062078
1910,WSH,0.493506494,77,38,0.35,80,28,0.143506494,0.143506494
1999,PIT,0.555555556,81,45,0.4125,80,33,0.143055556,0.143055556
1975,SFG,0.567901235,81,46,0.425,80,34,0.142901235,0.142901235
1962,PHI,0.575,80,46,0.432098765,81,35,0.142901235,0.142901235
1956,BRO,0.675324675,77,52,0.532467532,77,41,0.142857143,0.142857143
1945,CIN,0.467532468,77,36,0.324675325,77,25,0.142857143,0.142857143
1931,DET,0.467532468,77,36,0.324675325,77,25,0.142857143,0.142857143
1932,BOS,0.350649351,77,27,0.207792208,77,16,0.142857143,0.142857143
1882,WOR,0.285714286,42,12,0.142857143,42,6,0.142857143,0.142857143
1959,BOS,0.558441558,77,43,0.415584416,77,32,0.142857143,0.142857143
1947,CIN,0.545454545,77,42,0.402597403,77,31,0.142857143,0.142857143
1944,CHW,0.532467532,77,41,0.38961039,77,30,0.142857143,0.142857143
1920,CHC,0.558441558,77,43,0.415584416,77,32,0.142857143,0.142857143
1910,NYY,0.636363636,77,49,0.493670886,79,39,0.14269275,0.14269275
1980,MIN,0.55,80,44,0.407407407,81,33,0.142592593,0.142592593
1936,CIN,0.552631579,76,42,0.41025641,78,32,0.142375169,0.142375169
1897,STL,0.295081967,61,18,0.152777778,72,11,0.142304189,0.142304189
1978,BAL,0.62962963,81,51,0.4875,80,39,0.14212963,0.14212963
1886,NYP,0.461538462,65,30,0.319444444,72,23,0.142094017,0.142094017
1920,BOS,0.539473684,76,41,0.397435897,78,31,0.142037787,0.142037787
1932,STL,0.53164557,79,42,0.38961039,77,30,0.14203518,0.14203518
1962,DET,0.597560976,82,49,0.455696203,79,36,0.141864773,0.141864773
2016,CLE,0.654320988,81,53,0.5125,80,41,0.141820988,0.141820988
1969,CIN,0.617283951,81,50,0.475609756,82,39,0.141674195,0.141674195
1915,BOS,0.723684211,76,55,0.582278481,79,46,0.14140573,0.14140573
1894,BSN,0.698412698,63,44,0.557142857,70,39,0.141269841,0.141269841
1974,CHW,0.56097561,82,46,0.419753086,81,34,0.141222523,0.141222523
1906,DET,0.538461538,78,42,0.397260274,73,29,0.141201264,0.141201264
1904,CHW,0.641025641,78,50,0.5,78,39,0.141025641,0.141025641
2002,DET,0.4125,80,33,0.271604938,81,22,0.140895062,0.140895062
1981,NYM,0.461538462,52,24,0.320754717,53,17,0.140783745,0.140783745
1983,TEX,0.543209877,81,44,0.402439024,82,33,0.140770852,0.140770852
1916,NYY,0.582278481,79,46,0.441558442,77,34,0.140720039,0.140720039
1902,BSN,0.583333333,72,42,0.442857143,70,31,0.14047619,0.14047619
2007,COL,0.62195122,82,51,0.481481481,81,39,0.140469738,0.140469738
1998,CHC,0.62195122,82,51,0.481481481,81,39,0.140469738,0.140469738
2000,MIL,0.518518519,81,42,0.37804878,82,31,0.140469738,0.140469738
1936,NYG,0.666666667,78,52,0.526315789,76,40,0.140350877,0.140350877
1982,BAL,0.646341463,82,53,0.50617284,81,41,0.140168624,0.140168624
1998,PIT,0.49382716,81,40,0.353658537,82,29,0.140168624,0.140168624
1970,MIL,0.469135802,81,38,0.329268293,82,27,0.13986751,0.13986751
1892,NYG,0.53164557,79,42,0.391891892,74,29,0.139753678,0.139753678
1882,DTN,0.558139535,43,24,0.418604651,43,18,0.139534884,0.139534884
1916,SLB,0.569620253,79,45,0.430379747,79,34,0.139240506,0.139240506
1930,CHC,0.64556962,79,51,0.506493506,77,39,0.139076114,0.139076114
2019,PHI,0.587301587,63,37,0.448275862,58,26,0.139025725,0.139025725
1995,DET,0.486111111,72,35,0.347222222,72,25,0.138888889,0.138888889
1995,SDP,0.555555556,72,40,0.416666667,72,30,0.138888889,0.138888889
1918,CHW,0.535714286,56,30,0.397058824,68,27,0.138655462,0.138655462
1912,STL,0.480519481,77,37,0.342105263,76,26,0.138414217,0.138414217
1887,BAL,0.617647059,68,42,0.479452055,73,35,0.138195004,0.138195004
1936,NYY,0.727272727,77,56,0.58974359,78,46,0.137529138,0.137529138
1979,BOS,0.6375,80,51,0.5,80,40,0.1375,0.1375
1917,CHW,0.708860759,79,56,0.571428571,77,44,0.137432188,0.137432188
1940,CIN,0.714285714,77,55,0.576923077,78,45,0.137362637,0.137362637
1943,NYY,0.701298701,77,54,0.564102564,78,44,0.137196137,0.137196137
1943,BRO,0.597402597,77,46,0.460526316,76,35,0.136876282,0.136876282
1915,KCP,0.597402597,77,46,0.460526316,76,35,0.136876282,0.136876282
1888,KCC,0.403508772,57,23,0.266666667,75,20,0.136842105,0.136842105
1921,CIN,0.526315789,76,40,0.38961039,77,30,0.1367054,0.1367054
1946,PIT,0.474358974,78,37,0.337662338,77,26,0.136696637,0.136696637
1972,CAL,0.55,80,44,0.413333333,75,31,0.136666667,0.136666667
1944,BSN,0.487179487,78,38,0.350649351,77,27,0.136530137,0.136530137
1922,PHA,0.487179487,78,38,0.350649351,77,27,0.136530137,0.136530137
1947,NYG,0.592105263,76,45,0.455696203,79,36,0.136409061,0.136409061
1950,CIN,0.5,76,38,0.363636364,77,28,0.136363636,0.136363636
1914,PIT,0.506493506,77,39,0.37037037,81,30,0.136123136,0.136123136
1941,BOS,0.61038961,77,47,0.474358974,78,37,0.136030636,0.136030636
1976,HOU,0.56097561,82,46,0.425,80,34,0.13597561,0.13597561
1916,PHA,0.302631579,76,23,0.166666667,78,13,0.135964912,0.135964912
1899,NYG,0.460526316,76,35,0.324675325,77,25,0.135850991,0.135850991
2016,CHC,0.703703704,81,57,0.567901235,81,46,0.135802469,0.135802469
2009,NYY,0.703703704,81,57,0.567901235,81,46,0.135802469,0.135802469
1997,COL,0.580246914,81,47,0.444444444,81,36,0.135802469,0.135802469
1982,DET,0.580246914,81,47,0.444444444,81,36,0.135802469,0.135802469
1980,PIT,0.580246914,81,47,0.444444444,81,36,0.135802469,0.135802469
1969,BAL,0.740740741,81,60,0.604938272,81,49,0.135802469,0.135802469
2016,BAL,0.617283951,81,50,0.481481481,81,39,0.135802469,0.135802469
2014,CLE,0.592592593,81,48,0.456790123,81,37,0.135802469,0.135802469
2012,PIT,0.555555556,81,45,0.419753086,81,34,0.135802469,0.135802469
2009,SEA,0.592592593,81,48,0.456790123,81,37,0.135802469,0.135802469
2003,STL,0.592592593,81,48,0.456790123,81,37,0.135802469,0.135802469
2000,CHC,0.469135802,81,38,0.333333333,81,27,0.135802469,0.135802469
1993,BAL,0.592592593,81,48,0.456790123,81,37,0.135802469,0.135802469
1988,PHI,0.469135802,81,38,0.333333333,81,27,0.135802469,0.135802469
1978,SFG,0.617283951,81,50,0.481481481,81,39,0.135802469,0.135802469
2017,NYY,0.62962963,81,51,0.49382716,81,40,0.135802469,0.135802469
2016,TEX,0.654320988,81,53,0.518518519,81,42,0.135802469,0.135802469
2015,MIA,0.50617284,81,41,0.37037037,81,30,0.135802469,0.135802469
2013,STL,0.666666667,81,54,0.530864198,81,43,0.135802469,0.135802469
2006,WSN,0.50617284,81,41,0.37037037,81,30,0.135802469,0.135802469
2005,NYY,0.654320988,81,53,0.518518519,81,42,0.135802469,0.135802469
2003,BOS,0.654320988,81,53,0.518518519,81,42,0.135802469,0.135802469
1984,OAK,0.543209877,81,44,0.407407407,81,33,0.135802469,0.135802469
1983,NYY,0.62962963,81,51,0.49382716,81,40,0.135802469,0.135802469
1979,TOR,0.395061728,81,32,0.259259259,81,21,0.135802469,0.135802469
1975,KCR,0.62962963,81,51,0.49382716,81,40,0.135802469,0.135802469
1966,LAD,0.654320988,81,53,0.518518519,81,42,0.135802469,0.135802469
2018,SFG,0.518518519,81,42,0.382716049,81,31,0.135802469,0.135802469
2017,ARI,0.641975309,81,52,0.50617284,81,41,0.135802469,0.135802469
2007,HOU,0.518518519,81,42,0.382716049,81,31,0.135802469,0.135802469
1983,CHW,0.679012346,81,55,0.543209877,81,44,0.135802469,0.135802469
1982,CAL,0.641975309,81,52,0.50617284,81,41,0.135802469,0.135802469
1967,LAD,0.518518519,81,42,0.382716049,81,31,0.135802469,0.135802469
2017,CHW,0.481481481,81,39,0.345679012,81,28,0.135802469,0.135802469
2008,PIT,0.481481481,81,39,0.345679012,81,28,0.135802469,0.135802469
1993,COL,0.481481481,81,39,0.345679012,81,28,0.135802469,0.135802469
1991,SFG,0.530864198,81,43,0.395061728,81,32,0.135802469,0.135802469
1987,TEX,0.530864198,81,43,0.395061728,81,32,0.135802469,0.135802469
2015,PHI,0.456790123,81,37,0.320987654,81,26,0.135802469,0.135802469
2013,CHW,0.456790123,81,37,0.320987654,81,26,0.135802469,0.135802469
2005,MIL,0.567901235,81,46,0.432098765,81,35,0.135802469,0.135802469
1996,CIN,0.567901235,81,46,0.432098765,81,35,0.135802469,0.135802469
1993,STL,0.604938272,81,49,0.469135802,81,38,0.135802469,0.135802469
1992,LAD,0.456790123,81,37,0.320987654,81,26,0.135802469,0.135802469
1986,DET,0.604938272,81,49,0.469135802,81,38,0.135802469,0.135802469
1977,CHC,0.567901235,81,46,0.432098765,81,35,0.135802469,0.135802469
1977,HOU,0.567901235,81,46,0.432098765,81,35,0.135802469,0.135802469
1974,HOU,0.567901235,81,46,0.432098765,81,35,0.135802469,0.135802469
1967,CIN,0.604938272,81,49,0.469135802,81,38,0.135802469,0.135802469
1933,DET,0.551282051,78,43,0.415584416,77,32,0.135697636,0.135697636
1942,BSN,0.464788732,71,33,0.329113924,79,26,0.135674808,0.135674808
1886,BSN,0.542372881,59,32,0.406779661,59,24,0.13559322,0.13559322
1952,PHA,0.576923077,78,45,0.441558442,77,34,0.135364635,0.135364635
1886,WHS,0.287878788,66,19,0.152542373,59,9,0.135336415,0.135336415
1881,WOR,0.452380952,42,19,0.317073171,41,13,0.135307782,0.135307782
1911,PIT,0.615384615,78,48,0.480519481,77,37,0.134865135,0.134865135
1943,BOS,0.506493506,77,39,0.371794872,78,29,0.134698635,0.134698635
1985,OAK,0.544303797,79,43,0.409638554,83,34,0.134665243,0.134665243
1896,BSN,0.626865672,67,42,0.492307692,65,32,0.134557979,0.134557979
1897,PHI,0.47761194,67,32,0.343283582,67,23,0.134328358,0.134328358
1957,PIT,0.467532468,77,36,0.333333333,78,26,0.134199134,0.134199134
1938,DET,0.607594937,79,48,0.473684211,76,36,0.133910726,0.133910726
1949,NYY,0.692307692,78,54,0.558441558,77,43,0.133866134,0.133866134
1887,CLE,0.366666667,60,22,0.232876712,73,17,0.133789954,0.133789954
1881,BUF,0.609756098,41,25,0.476190476,42,20,0.133565621,0.133565621
1954,NYG,0.697368421,76,53,0.564102564,78,44,0.133265857,0.133265857
1905,BRO,0.376623377,77,29,0.243589744,78,19,0.133033633,0.133033633
1890,STL,0.625,72,45,0.492537313,67,33,0.132462687,0.132462687
1890,SYR,0.5,60,30,0.367647059,68,25,0.132352941,0.132352941
1938,NYY,0.696202532,79,55,0.564102564,78,44,0.132099968,0.132099968
1884,DTN,0.310344828,58,18,0.178571429,56,10,0.131773399,0.131773399
1925,WSH,0.697368421,76,53,0.565789474,76,43,0.131578947,0.131578947
1927,NYG,0.662162162,74,49,0.530864198,81,43,0.131297965,0.131297965
1948,SLB,0.447368421,76,34,0.316455696,79,25,0.130912725,0.130912725
2008,OAK,0.530864198,81,43,0.4,80,32,0.130864198,0.130864198
1905,NYY,0.533333333,75,40,0.402597403,77,31,0.130735931,0.130735931
1936,PIT,0.605263158,76,46,0.475,80,38,0.130263158,0.130263158
1988,SDP,0.580246914,81,47,0.45,80,36,0.130246914,0.130246914
1978,NYY,0.679012346,81,55,0.548780488,82,45,0.130231858,0.130231858
1919,NYY,0.630136986,73,46,0.5,68,34,0.130136986,0.130136986
1972,MIN,0.567567568,74,42,0.4375,80,35,0.130067568,0.130067568
1954,BAL,0.415584416,77,32,0.285714286,77,22,0.12987013,0.12987013
1935,STL,0.688311688,77,53,0.558441558,77,43,0.12987013,0.12987013
1929,NYY,0.636363636,77,49,0.506493506,77,39,0.12987013,0.12987013
1957,CIN,0.584415584,77,45,0.454545455,77,35,0.12987013,0.12987013
1893,CIN,0.560606061,66,37,0.430769231,65,28,0.12983683,0.12983683
2013,TBR,0.62962963,81,51,0.5,82,41,0.12962963,0.12962963
1996,TEX,0.617283951,81,50,0.487804878,82,40,0.129479073,0.129479073
2005,CIN,0.512195122,82,42,0.382716049,81,31,0.129479073,0.129479073
1924,CHC,0.58974359,78,46,0.460526316,76,35,0.129217274,0.129217274
1977,BAL,0.666666667,81,54,0.5375,80,43,0.129166667,0.129166667
1983,KCR,0.548780488,82,45,0.419753086,81,34,0.129027401,0.129027401
1944,NYY,0.602564103,78,47,0.473684211,76,36,0.128879892,0.128879892
1983,MON,0.567901235,81,46,0.43902439,82,36,0.128876844,0.128876844
2019,STL,0.596491228,57,34,0.467741935,62,29,0.128749293,0.128749293
1894,CLV,0.593220339,59,35,0.464788732,71,33,0.128431607,0.128431607
2009,MIN,0.597560976,82,49,0.469135802,81,38,0.128425173,0.128425173
1994,PIT,0.524590164,61,32,0.396226415,53,21,0.128363749,0.128363749
1956,STL,0.551282051,78,43,0.423076923,78,33,0.128205128,0.128205128
1941,WSH,0.512820513,78,40,0.384615385,78,30,0.128205128,0.128205128
1884,SLM,0.890909091,55,49,0.762711864,59,45,0.128197227,0.128197227
1884,CPI,0.512195122,41,21,0.384615385,52,20,0.127579737,0.127579737
1909,BSN,0.355263158,76,27,0.227848101,79,18,0.127415057,0.127415057
1884,COL,0.690909091,55,38,0.563636364,55,31,0.127272727,0.127272727
1902,PIT,0.788732394,71,56,0.661971831,71,47,0.126760563,0.126760563
1925,BOS,0.373333333,75,28,0.246753247,77,19,0.126580087,0.126580087
1985,CAL,0.620253165,79,49,0.493975904,83,41,0.126277261,0.126277261
1926,PHA,0.61971831,71,44,0.493670886,79,39,0.126047424,0.126047424
1928,PHI,0.346666667,75,26,0.220779221,77,17,0.125887446,0.125887446
1876,ATH,0.285714286,35,10,0.16,25,4,0.125714286,0.125714286
1989,LAD,0.543209877,81,44,0.417721519,79,33,0.125488358,0.125488358
1968,DET,0.691358025,81,56,0.56626506,83,47,0.125092964,0.125092964
1995,OAK,0.527777778,72,38,0.402777778,72,29,0.125,0.125
1914,KCP,0.5,74,37,0.375,80,30,0.125,0.125
1885,CIN,0.625,56,35,0.5,56,28,0.125,0.125
1875,WES,0.125,8,1,0,5,0,0.125,0.125
1980,CLE,0.556962025,79,44,0.432098765,81,35,0.12486326,0.12486326
1935,CHW,0.545454545,77,42,0.421052632,76,32,0.124401914,0.124401914
1960,KCA,0.435897436,78,34,0.311688312,77,24,0.124209124,0.124209124
1971,BOS,0.5875,80,47,0.463414634,82,38,0.124085366,0.124085366
1962,BAL,0.536585366,82,44,0.4125,80,33,0.124085366,0.124085366
1905,BOS,0.571428571,77,44,0.447368421,76,34,0.12406015,0.12406015
1928,NYG,0.662337662,77,51,0.538461538,78,42,0.123876124,0.123876124
1915,STL,0.518518519,81,42,0.394736842,76,30,0.123781676,0.123781676
1959,PHI,0.474358974,78,37,0.350649351,77,27,0.123709624,0.123709624
1927,PHA,0.649350649,77,50,0.525641026,78,41,0.123709624,0.123709624
1937,DET,0.636363636,77,49,0.512820513,78,40,0.123543124,0.123543124
1929,CIN,0.487179487,78,38,0.363636364,77,28,0.123543124,0.123543124
1916,CHW,0.636363636,77,49,0.512820513,78,40,0.123543124,0.123543124
2015,SFG,0.580246914,81,47,0.456790123,81,37,0.12345679,0.12345679
2002,HOU,0.580246914,81,47,0.456790123,81,37,0.12345679,0.12345679
1991,OAK,0.580246914,81,47,0.456790123,81,37,0.12345679,0.12345679
2017,LAD,0.703703704,81,57,0.580246914,81,47,0.12345679,0.12345679
2013,CLE,0.62962963,81,51,0.50617284,81,41,0.12345679,0.12345679
2010,LAD,0.555555556,81,45,0.432098765,81,35,0.12345679,0.12345679
2009,COL,0.62962963,81,51,0.50617284,81,41,0.12345679,0.12345679
2007,ARI,0.617283951,81,50,0.49382716,81,40,0.12345679,0.12345679
2007,NYY,0.641975309,81,52,0.518518519,81,42,0.12345679,0.12345679
2006,BAL,0.49382716,81,40,0.37037037,81,30,0.12345679,0.12345679
2006,BOS,0.592592593,81,48,0.469135802,81,38,0.12345679,0.12345679
2005,SDP,0.567901235,81,46,0.444444444,81,36,0.12345679,0.12345679
2000,ANA,0.567901235,81,46,0.444444444,81,36,0.12345679,0.12345679
1998,BOS,0.62962963,81,51,0.50617284,81,41,0.12345679,0.12345679
1998,SDP,0.666666667,81,54,0.543209877,81,44,0.12345679,0.12345679
1996,CHC,0.530864198,81,43,0.407407407,81,33,0.12345679,0.12345679
