Year,Tm,Home_win_pct,Home_Games,Home_Wins,Away_win_pct,Away_Games,Away_Wins,Difference,Absolute Difference
2008,SDP,0.432098765,81,35,0.345679012,81,28,0.086419753,0.086419753
2007,WSN,0.49382716,81,40,0.407407407,81,33,0.086419753,0.086419753
2005,FLA,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
2005,MIN,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
2004,ARI,0.358024691,81,29,0.271604938,81,22,0.086419753,0.086419753
2003,SEA,0.617283951,81,50,0.530864198,81,43,0.086419753,0.086419753
2000,ATL,0.62962963,81,51,0.543209877,81,44,0.086419753,0.086419753
2000,DET,0.530864198,81,43,0.444444444,81,36,0.086419753,0.086419753
2000,TOR,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
1999,SEA,0.530864198,81,43,0.444444444,81,36,0.086419753,0.086419753
1999,TEX,0.62962963,81,51,0.543209877,81,44,0.086419753,0.086419753
1997,PIT,0.530864198,81,43,0.444444444,81,36,0.086419753,0.086419753
1993,MIL,0.469135802,81,38,0.382716049,81,31,0.086419753,0.086419753
1993,SDP,0.419753086,81,34,0.333333333,81,27,0.086419753,0.086419753
1992,STL,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
1991,MIN,0.62962963,81,51,0.543209877,81,44,0.086419753,0.086419753
1991,SEA,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
1989,BAL,0.580246914,81,47,0.49382716,81,40,0.086419753,0.086419753
1989,SEA,0.49382716,81,40,0.407407407,81,33,0.086419753,0.086419753
1989,TEX,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
1988,MIL,0.580246914,81,47,0.49382716,81,40,0.086419753,0.086419753
1988,SFG,0.555555556,81,45,0.469135802,81,38,0.086419753,0.086419753
1987,LAD,0.49382716,81,40,0.407407407,81,33,0.086419753,0.086419753
1983,SFG,0.530864198,81,43,0.444444444,81,36,0.086419753,0.086419753
1983,TOR,0.592592593,81,48,0.50617284,81,41,0.086419753,0.086419753
1973,BOS,0.592592593,81,48,0.50617284,81,41,0.086419753,0.086419753
1973,CAL,0.530864198,81,43,0.444444444,81,36,0.086419753,0.086419753
1973,MON,0.530864198,81,43,0.444444444,81,36,0.086419753,0.086419753
1969,ATL,0.617283951,81,50,0.530864198,81,43,0.086419753,0.086419753
2018,CIN,0.456790123,81,37,0.37037037,81,30,0.086419753,0.086419753
2013,BAL,0.567901235,81,46,0.481481481,81,39,0.086419753,0.086419753
2013,NYY,0.567901235,81,46,0.481481481,81,39,0.086419753,0.086419753
2003,LAD,0.567901235,81,46,0.481481481,81,39,0.086419753,0.086419753
2000,MON,0.456790123,81,37,0.37037037,81,30,0.086419753,0.086419753
1991,TEX,0.567901235,81,46,0.481481481,81,39,0.086419753,0.086419753
1990,NYY,0.456790123,81,37,0.37037037,81,30,0.086419753,0.086419753
1989,MON,0.543209877,81,44,0.456790123,81,37,0.086419753,0.086419753
1985,PHI,0.50617284,81,41,0.419753086,81,34,0.086419753,0.086419753
1984,PIT,0.50617284,81,41,0.419753086,81,34,0.086419753,0.086419753
1979,KCR,0.567901235,81,46,0.481481481,81,39,0.086419753,0.086419753
1977,MIL,0.456790123,81,37,0.37037037,81,30,0.086419753,0.086419753
2018,CLE,0.604938272,81,49,0.518518519,81,42,0.086419753,0.086419753
2010,CIN,0.604938272,81,49,0.518518519,81,42,0.086419753,0.086419753
1985,STL,0.666666667,81,54,0.580246914,81,47,0.086419753,0.086419753
1980,PHI,0.604938272,81,49,0.518518519,81,42,0.086419753,0.086419753
2014,MIA,0.518518519,81,42,0.432098765,81,35,0.086419753,0.086419753
2011,CHC,0.481481481,81,39,0.395061728,81,32,0.086419753,0.086419753
2011,NYY,0.641975309,81,52,0.555555556,81,45,0.086419753,0.086419753
2007,SFG,0.481481481,81,39,0.395061728,81,32,0.086419753,0.086419753
2005,DET,0.481481481,81,39,0.395061728,81,32,0.086419753,0.086419753
2002,STL,0.641975309,81,52,0.555555556,81,45,0.086419753,0.086419753
2000,KCR,0.518518519,81,42,0.432098765,81,35,0.086419753,0.086419753
1998,COL,0.518518519,81,42,0.432098765,81,35,0.086419753,0.086419753
1993,PHI,0.641975309,81,52,0.555555556,81,45,0.086419753,0.086419753
1991,NYY,0.481481481,81,39,0.395061728,81,32,0.086419753,0.086419753
2009,WSN,0.407407407,81,33,0.320987654,81,26,0.086419753,0.086419753
1965,HOU,0.444444444,81,36,0.358024691,81,29,0.086419753,0.086419753
1965,KCA,0.407407407,81,33,0.320987654,81,26,0.086419753,0.086419753
1916,PHI,0.632911392,79,50,0.546666667,75,41,0.086244726,0.086244726
1936,CHW,0.573333333,75,43,0.487179487,78,38,0.086153846,0.086153846
1931,CHW,0.402597403,77,31,0.316455696,79,25,0.086141706,0.086141706
1997,ANA,0.56097561,82,46,0.475,80,38,0.08597561,0.08597561
1938,CLE,0.605263158,76,46,0.519480519,77,40,0.085782638,0.085782638
1919,PHA,0.3,70,21,0.214285714,70,15,0.085714286,0.085714286
1919,CIN,0.728571429,70,51,0.642857143,70,45,0.085714286,0.085714286
1989,HOU,0.573170732,82,47,0.4875,80,39,0.085670732,0.085670732
1978,MON,0.5125,80,41,0.426829268,82,35,0.085670732,0.085670732
1924,SLB,0.525641026,78,41,0.44,75,33,0.085641026,0.085641026
1926,CLE,0.6125,80,49,0.527027027,74,39,0.085472973,0.085472973
1898,BRO,0.405405405,74,30,0.32,75,24,0.085405405,0.085405405
1932,DET,0.538461538,78,42,0.453333333,75,34,0.085128205,0.085128205
1950,CLE,0.636363636,77,49,0.551282051,78,43,0.085081585,0.085081585
1986,CAL,0.609756098,82,50,0.525,80,42,0.084756098,0.084756098
1891,CHC,0.641791045,67,43,0.557142857,70,39,0.084648188,0.084648188
1946,CHC,0.571428571,77,44,0.487179487,78,38,0.084249084,0.084249084
1920,WSH,0.486842105,76,37,0.402597403,77,31,0.084244703,0.084244703
1999,FLA,0.4375,80,35,0.353658537,82,29,0.083841463,0.083841463
1905,CLE,0.532467532,77,41,0.448717949,78,35,0.083749584,0.083749584
1932,CHW,0.363636364,77,28,0.28,75,21,0.083636364,0.083636364
1953,NYG,0.493506494,77,38,0.41025641,78,32,0.083250083,0.083250083
1941,CHC,0.493506494,77,38,0.41025641,78,32,0.083250083,0.083250083
1929,DET,0.493506494,77,38,0.41025641,78,32,0.083250083,0.083250083
1950,BRO,0.615384615,78,48,0.532467532,77,41,0.082917083,0.082917083
1945,PIT,0.569620253,79,45,0.486842105,76,37,0.082778148,0.082778148
1952,WSH,0.538461538,78,42,0.455696203,79,36,0.082765336,0.082765336
1938,NYG,0.589041096,73,43,0.506329114,79,40,0.082711982,0.082711982
1963,WSA,0.3875,80,31,0.304878049,82,25,0.082621951,0.082621951
1932,CIN,0.428571429,77,33,0.346153846,78,27,0.082417582,0.082417582
1927,BOS,0.371794872,78,29,0.289473684,76,22,0.082321188,0.082321188
1926,BRO,0.5,76,38,0.417721519,79,33,0.082278481,0.082278481
1937,NYG,0.666666667,75,50,0.584415584,77,45,0.082251082,0.082251082
1977,OAK,0.432098765,81,35,0.35,80,28,0.082098765,0.082098765
1984,CHC,0.6375,80,51,0.555555556,81,45,0.081944444,0.081944444
1983,LAD,0.6,80,48,0.518072289,83,43,0.081927711,0.081927711
1915,NYG,0.486842105,76,37,0.405063291,79,32,0.081778814,0.081778814
1981,SFG,0.547169811,53,29,0.465517241,58,27,0.08165257,0.08165257
1978,CIN,0.6125,80,49,0.530864198,81,43,0.081635802,0.081635802
1999,DET,0.469135802,81,38,0.3875,80,31,0.081635802,0.081635802
1970,KCR,0.443037975,79,35,0.361445783,83,30,0.081592192,0.081592192
1979,CIN,0.6,80,48,0.518518519,81,42,0.081481481,0.081481481
1889,BRO,0.704225352,71,50,0.623188406,69,43,0.081036946,0.081036946
1903,BSN,0.455882353,68,31,0.375,72,27,0.080882353,0.080882353
2018,PIT,0.55,80,44,0.469135802,81,38,0.080864198,0.080864198
2000,FLA,0.530864198,81,43,0.45,80,36,0.080864198,0.080864198
2018,MIL,0.62962963,81,51,0.548780488,82,45,0.080849142,0.080849142
1985,BAL,0.555555556,81,45,0.475,80,38,0.080555556,0.080555556
1994,TEX,0.492063492,63,31,0.411764706,51,21,0.080298786,0.080298786
2004,PIT,0.4875,80,39,0.407407407,81,33,0.080092593,0.080092593
1981,BAL,0.6,55,33,0.52,50,26,0.08,0.08
1986,CLE,0.555555556,81,45,0.475609756,82,39,0.079945799,0.079945799
2008,BAL,0.4625,80,37,0.382716049,81,31,0.079783951,0.079783951
1888,WHS,0.393939394,66,26,0.314285714,70,22,0.07965368,0.07965368
1986,BOS,0.62962963,81,51,0.55,80,44,0.07962963,0.07962963
1917,PHI,0.605263158,76,46,0.525641026,78,41,0.079622132,0.079622132
1964,DET,0.56097561,82,46,0.481481481,81,39,0.079494128,0.079494128
1921,NYY,0.679487179,78,53,0.6,75,45,0.079487179,0.079487179
1976,CHW,0.4375,80,35,0.358024691,81,29,0.079475309,0.079475309
1933,NYG,0.623376623,77,48,0.544303797,79,43,0.079072826,0.079072826
1934,CHW,0.386666667,75,29,0.307692308,78,24,0.078974359,0.078974359
1892,BSN,0.710526316,76,54,0.631578947,76,48,0.078947368,0.078947368
1936,BRO,0.46835443,79,37,0.38961039,77,30,0.078744041,0.078744041
1916,CHC,0.46835443,79,37,0.38961039,77,30,0.078744041,0.078744041
2018,CHC,0.62195122,82,51,0.543209877,81,44,0.078741343,0.078741343
1954,BOS,0.481012658,79,38,0.402597403,77,31,0.078415256,0.078415256
1948,NYY,0.649350649,77,50,0.571428571,77,44,0.077922078,0.077922078
1922,NYY,0.649350649,77,50,0.571428571,77,44,0.077922078,0.077922078
1950,PHA,0.376623377,77,29,0.298701299,77,23,0.077922078,0.077922078
1935,BRO,0.493506494,77,38,0.415584416,77,32,0.077922078,0.077922078
1925,CHC,0.480519481,77,37,0.402597403,77,31,0.077922078,0.077922078
1905,STL,0.415584416,77,32,0.337662338,77,26,0.077922078,0.077922078
1959,DET,0.532467532,77,41,0.454545455,77,35,0.077922078,0.077922078
1958,STL,0.506493506,77,39,0.428571429,77,33,0.077922078,0.077922078
1909,PHI,0.519480519,77,40,0.441558442,77,34,0.077922078,0.077922078
1957,BOS,0.571428571,77,44,0.493506494,77,38,0.077922078,0.077922078
1981,OAK,0.625,56,35,0.547169811,53,29,0.077830189,0.077830189
1886,PIT,0.608108108,74,45,0.53030303,66,35,0.077805078,0.077805078
1915,PIT,0.506329114,79,40,0.428571429,77,33,0.077757685,0.077757685
1925,DET,0.558441558,77,43,0.481012658,79,38,0.0774289,0.0774289
1932,BRO,0.564102564,78,44,0.486842105,76,37,0.077260459,0.077260459
2019,CHW,0.483870968,62,30,0.406779661,59,24,0.077091307,0.077091307
1940,BSN,0.466666667,75,35,0.38961039,77,30,0.077056277,0.077056277
1955,NYG,0.556962025,79,44,0.48,75,36,0.076962025,0.076962025
1929,CHC,0.666666667,78,52,0.58974359,78,46,0.076923077,0.076923077
1927,DET,0.564102564,78,44,0.487179487,78,38,0.076923077,0.076923077
1916,BRO,0.641025641,78,50,0.564102564,78,44,0.076923077,0.076923077
1887,PIT,0.476923077,65,31,0.4,60,24,0.076923077,0.076923077
1991,MON,0.485294118,68,33,0.408602151,93,38,0.076691967,0.076691967
1912,DET,0.486842105,76,37,0.41025641,78,32,0.076585695,0.076585695
1972,STL,0.519480519,77,40,0.443037975,79,35,0.076442545,0.076442545
1952,CHW,0.556962025,79,44,0.480519481,77,37,0.076442545,0.076442545
1940,BOS,0.569620253,79,45,0.493333333,75,37,0.07628692,0.07628692
1961,WSA,0.417721519,79,33,0.341463415,82,28,0.076258104,0.076258104
1934,SLB,0.473684211,76,36,0.397435897,78,31,0.076248313,0.076248313
1888,PHI,0.560606061,66,37,0.484848485,66,32,0.075757576,0.075757576
1994,KCR,0.593220339,59,35,0.517857143,56,29,0.075363196,0.075363196
1947,DET,0.575,80,46,0.5,78,39,0.075,0.075
1899,STL,0.574712644,87,50,0.5,68,34,0.074712644,0.074712644
1965,PHI,0.5625,80,45,0.487804878,82,40,0.074695122,0.074695122
1887,CIN,0.630136986,73,46,0.555555556,63,35,0.074581431,0.074581431
2003,ARI,0.555555556,81,45,0.481481481,81,39,0.074074074,0.074074074
2003,MIN,0.592592593,81,48,0.518518519,81,42,0.074074074,0.074074074
2000,CLE,0.592592593,81,48,0.518518519,81,42,0.074074074,0.074074074
1997,SFG,0.592592593,81,48,0.518518519,81,42,0.074074074,0.074074074
1992,MIN,0.592592593,81,48,0.518518519,81,42,0.074074074,0.074074074
1984,NYM,0.592592593,81,48,0.518518519,81,42,0.074074074,0.074074074
1977,CHW,0.592592593,81,48,0.518518519,81,42,0.074074074,0.074074074
2018,BOS,0.703703704,81,57,0.62962963,81,51,0.074074074,0.074074074
2014,LAA,0.641975309,81,52,0.567901235,81,46,0.074074074,0.074074074
2013,PIT,0.617283951,81,50,0.543209877,81,44,0.074074074,0.074074074
2012,OAK,0.617283951,81,50,0.543209877,81,44,0.074074074,0.074074074
2006,FLA,0.518518519,81,42,0.444444444,81,36,0.074074074,0.074074074
2002,TOR,0.518518519,81,42,0.444444444,81,36,0.074074074,0.074074074
1998,NYM,0.580246914,81,47,0.50617284,81,41,0.074074074,0.074074074
1997,LAD,0.580246914,81,47,0.50617284,81,41,0.074074074,0.074074074
1973,OAK,0.617283951,81,50,0.543209877,81,44,0.074074074,0.074074074
1973,SFG,0.580246914,81,47,0.50617284,81,41,0.074074074,0.074074074
1969,PIT,0.580246914,81,47,0.50617284,81,41,0.074074074,0.074074074
1964,CHW,0.641975309,81,52,0.567901235,81,46,0.074074074,0.074074074
2017,KCR,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
2017,LAA,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
2016,LAA,0.49382716,81,40,0.419753086,81,34,0.074074074,0.074074074
2014,HOU,0.469135802,81,38,0.395061728,81,32,0.074074074,0.074074074
2013,TOR,0.49382716,81,40,0.419753086,81,34,0.074074074,0.074074074
2012,CLE,0.456790123,81,37,0.382716049,81,31,0.074074074,0.074074074
2012,COL,0.432098765,81,35,0.358024691,81,29,0.074074074,0.074074074
2010,LAA,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
2008,DET,0.49382716,81,40,0.419753086,81,34,0.074074074,0.074074074
2007,CIN,0.481481481,81,39,0.407407407,81,33,0.074074074,0.074074074
2007,PIT,0.456790123,81,37,0.382716049,81,31,0.074074074,0.074074074
2006,KCR,0.419753086,81,34,0.345679012,81,28,0.074074074,0.074074074
2005,TOR,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
2003,SDP,0.432098765,81,35,0.358024691,81,29,0.074074074,0.074074074
2000,HOU,0.481481481,81,39,0.407407407,81,33,0.074074074,0.074074074
1999,COL,0.481481481,81,39,0.407407407,81,33,0.074074074,0.074074074
1993,BOS,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
1993,FLA,0.432098765,81,35,0.358024691,81,29,0.074074074,0.074074074
1987,PHI,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
1984,HOU,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
1976,SFG,0.49382716,81,40,0.419753086,81,34,0.074074074,0.074074074
1973,MIL,0.49382716,81,40,0.419753086,81,34,0.074074074,0.074074074
1965,BOS,0.419753086,81,34,0.345679012,81,28,0.074074074,0.074074074
1962,CLE,0.530864198,81,43,0.456790123,81,37,0.074074074,0.074074074
1962,KCA,0.481481481,81,39,0.407407407,81,33,0.074074074,0.074074074
2018,KCR,0.395061728,81,32,0.320987654,81,26,0.074074074,0.074074074
2018,NYY,0.654320988,81,53,0.580246914,81,47,0.074074074,0.074074074
2014,WSN,0.62962963,81,51,0.555555556,81,45,0.074074074,0.074074074
2011,HOU,0.382716049,81,31,0.308641975,81,25,0.074074074,0.074074074
2011,SFG,0.567901235,81,46,0.49382716,81,40,0.074074074,0.074074074
2010,SFG,0.604938272,81,49,0.530864198,81,43,0.074074074,0.074074074
2008,STL,0.567901235,81,46,0.49382716,81,40,0.074074074,0.074074074
2007,BOS,0.62962963,81,51,0.555555556,81,45,0.074074074,0.074074074
2006,CHC,0.444444444,81,36,0.37037037,81,30,0.074074074,0.074074074
2006,HOU,0.543209877,81,44,0.469135802,81,38,0.074074074,0.074074074
2004,MIN,0.604938272,81,49,0.530864198,81,43,0.074074074,0.074074074
2002,MIL,0.382716049,81,31,0.308641975,81,25,0.074074074,0.074074074
2001,NYM,0.543209877,81,44,0.469135802,81,38,0.074074074,0.074074074
2000,SDP,0.50617284,81,41,0.432098765,81,35,0.074074074,0.074074074
1998,ATL,0.691358025,81,56,0.617283951,81,50,0.074074074,0.074074074
1992,CLE,0.50617284,81,41,0.432098765,81,35,0.074074074,0.074074074
1992,NYY,0.50617284,81,41,0.432098765,81,35,0.074074074,0.074074074
1992,OAK,0.62962963,81,51,0.555555556,81,45,0.074074074,0.074074074
1988,HOU,0.543209877,81,44,0.469135802,81,38,0.074074074,0.074074074
1988,STL,0.50617284,81,41,0.432098765,81,35,0.074074074,0.074074074
1987,NYM,0.604938272,81,49,0.530864198,81,43,0.074074074,0.074074074
1976,LAD,0.604938272,81,49,0.530864198,81,43,0.074074074,0.074074074
1971,NYY,0.543209877,81,44,0.469135802,81,38,0.074074074,0.074074074
1968,BOS,0.567901235,81,46,0.49382716,81,40,0.074074074,0.074074074
1968,LAD,0.50617284,81,41,0.432098765,81,35,0.074074074,0.074074074
1967,BOS,0.604938272,81,49,0.530864198,81,43,0.074074074,0.074074074
1963,CIN,0.567901235,81,46,0.49382716,81,40,0.074074074,0.074074074
1931,STL,0.692307692,78,54,0.618421053,76,47,0.07388664,0.07388664
1889,CLV,0.485294118,68,33,0.411764706,68,28,0.073529412,0.073529412
1983,HOU,0.56097561,82,46,0.4875,80,39,0.07347561,0.07347561
1933,BRO,0.45,80,36,0.376623377,77,29,0.073376623,0.073376623
1971,WSA,0.432098765,81,35,0.358974359,78,28,0.073124406,0.073124406
1970,MON,0.4875,80,39,0.414634146,82,34,0.072865854,0.072865854
1907,BSN,0.418918919,74,31,0.346153846,78,27,0.072765073,0.072765073
1929,BOS,0.41025641,78,32,0.337662338,77,26,0.072594073,0.072594073
1944,PIT,0.604938272,81,49,0.532467532,77,41,0.072470739,0.072470739
1952,CLE,0.636363636,77,49,0.564102564,78,44,0.072261072,0.072261072
1899,LOU,0.523809524,63,33,0.451612903,93,42,0.072196621,0.072196621
1911,PHI,0.552631579,76,42,0.480519481,77,37,0.072112098,0.072112098
1948,CHC,0.448717949,78,35,0.376623377,77,29,0.072094572,0.072094572
1927,BRO,0.459459459,74,34,0.3875,80,31,0.071959459,0.071959459
1961,SFG,0.584415584,77,45,0.512820513,78,40,0.071595072,0.071595072
1871,ATH,0.785714286,14,11,0.714285714,14,10,0.071428571,0.071428571
1944,CLE,0.5,78,39,0.428571429,77,33,0.071428571,0.071428571
1943,CLE,0.571428571,77,44,0.5,76,38,0.071428571,0.071428571
1900,PIT,0.6,70,42,0.528571429,70,37,0.071428571,0.071428571
1935,PIT,0.597402597,77,46,0.526315789,76,40,0.071086808,0.071086808
1950,PHI,0.615384615,78,48,0.544303797,79,43,0.071080818,0.071080818
1961,KCA,0.4125,80,33,0.341463415,82,28,0.071036585,0.071036585
1928,BRO,0.532467532,77,41,0.461538462,78,36,0.070929071,0.070929071
1875,HAR,0.666666667,39,26,0.595744681,47,28,0.070921986,0.070921986
1910,DET,0.58974359,78,46,0.519480519,77,40,0.07026307,0.07026307
1951,STL,0.556962025,79,44,0.486842105,76,37,0.07011992,0.07011992
1876,HAR,0.71875,32,23,0.648648649,37,24,0.070101351,0.070101351
1928,PHA,0.675324675,77,52,0.605263158,76,46,0.070061517,0.070061517
1977,BOS,0.6375,80,51,0.567901235,81,46,0.069598765,0.069598765
1976,MIL,0.444444444,81,36,0.375,80,30,0.069444444,0.069444444
1956,WSH,0.415584416,77,32,0.346153846,78,27,0.069430569,0.069430569
1988,SEA,0.456790123,81,37,0.3875,80,31,0.069290123,0.069290123
1936,SLB,0.402597403,77,31,0.333333333,78,26,0.069264069,0.069264069
1913,SLB,0.402597403,77,31,0.333333333,78,26,0.069264069,0.069264069
1892,CIN,0.5625,80,45,0.493333333,75,37,0.069166667,0.069166667
1988,TEX,0.469135802,81,38,0.4,80,32,0.069135802,0.069135802
1936,PHI,0.384615385,78,30,0.315789474,76,24,0.068825911,0.068825911
1949,STL,0.64556962,79,51,0.576923077,78,45,0.068646543,0.068646543
1974,MON,0.525,80,42,0.456790123,81,37,0.068209877,0.068209877
2019,WSN,0.576271186,59,34,0.508196721,61,31,0.068074465,0.068074465
2008,FLA,0.555555556,81,45,0.4875,80,39,0.068055556,0.068055556
1986,MIL,0.5125,80,41,0.444444444,81,36,0.068055556,0.068055556
1973,CHC,0.5125,80,41,0.444444444,81,36,0.068055556,0.068055556
2007,SDP,0.580246914,81,47,0.512195122,82,42,0.068051792,0.068051792
1910,BSN,0.371794872,78,29,0.303797468,79,24,0.067997403,0.067997403
1985,CHW,0.555555556,81,45,0.487804878,82,40,0.067750678,0.067750678
1978,CHW,0.475,80,38,0.407407407,81,33,0.067592593,0.067592593
1926,WSH,0.567567568,74,42,0.5,78,39,0.067567568,0.067567568
1879,CIN,0.567567568,37,21,0.5,44,22,0.067567568,0.067567568
1930,CHW,0.435897436,78,34,0.368421053,76,28,0.067476383,0.067476383
1988,MON,0.530864198,81,43,0.463414634,82,38,0.067449563,0.067449563
1985,BOS,0.530864198,81,43,0.463414634,82,38,0.067449563,0.067449563
1963,MLN,0.548780488,82,45,0.481481481,81,39,0.067299006,0.067299006
1950,CHC,0.448717949,78,35,0.381578947,76,29,0.067139001,0.067139001
1960,CHC,0.417721519,79,33,0.350649351,77,27,0.067072168,0.067072168
1969,CHC,0.597560976,82,49,0.530864198,81,43,0.066696778,0.066696778
1916,CIN,0.421052632,76,32,0.35443038,79,28,0.066622252,0.066622252
1932,PIT,0.592105263,76,45,0.525641026,78,41,0.066464238,0.066464238
1935,PHI,0.443037975,79,35,0.376623377,77,29,0.066414598,0.066414598
1919,CLE,0.637681159,69,44,0.571428571,70,40,0.066252588,0.066252588
1923,SLB,0.512820513,78,40,0.447368421,76,34,0.065452092,0.065452092
1915,PBS,0.584415584,77,45,0.518987342,79,41,0.065428243,0.065428243
1907,DET,0.632911392,79,50,0.567567568,74,42,0.065343825,0.065343825
1962,LAD,0.65060241,83,54,0.585365854,82,48,0.065236556,0.065236556
1905,NYG,0.710526316,76,54,0.64556962,79,51,0.064956696,0.064956696
1955,CLE,0.636363636,77,49,0.571428571,77,44,0.064935065,0.064935065
1930,NYG,0.597402597,77,46,0.532467532,77,41,0.064935065,0.064935065
1906,PIT,0.636363636,77,49,0.571428571,77,44,0.064935065,0.064935065
1957,NYG,0.480519481,77,37,0.415584416,77,32,0.064935065,0.064935065
1949,CHC,0.428571429,77,33,0.363636364,77,28,0.064935065,0.064935065
1959,WSH,0.441558442,77,34,0.376623377,77,29,0.064935065,0.064935065
1936,DET,0.571428571,77,44,0.506493506,77,39,0.064935065,0.064935065
1940,CHC,0.519480519,77,40,0.454545455,77,35,0.064935065,0.064935065
1921,SLB,0.558441558,77,43,0.493506494,77,38,0.064935065,0.064935065
1906,SLB,0.526315789,76,40,0.461538462,78,36,0.064777328,0.064777328
1940,PIT,0.533333333,75,40,0.469135802,81,38,0.064197531,0.064197531
1958,WSH,0.423076923,78,33,0.358974359,78,28,0.064102564,0.064102564
1945,WSH,0.58974359,78,46,0.525641026,78,41,0.064102564,0.064102564
1904,CHC,0.628205128,78,49,0.564102564,78,44,0.064102564,0.064102564
1942,PHI,0.310810811,74,23,0.246753247,77,19,0.064057564,0.064057564
1962,NYY,0.625,80,50,0.56097561,82,46,0.06402439,0.06402439
1944,STL,0.701298701,77,54,0.6375,80,51,0.063798701,0.063798701
1981,STL,0.603773585,53,32,0.54,50,27,0.063773585,0.063773585
1990,CHW,0.6125,80,49,0.548780488,82,45,0.063719512,0.063719512
1975,NYY,0.551282051,78,43,0.487804878,82,40,0.063477173,0.063477173
1937,PIT,0.58974359,78,46,0.526315789,76,40,0.0634278,0.0634278
1981,DET,0.581818182,55,32,0.518518519,54,28,0.063299663,0.063299663
1910,SLB,0.329113924,79,26,0.265822785,79,21,0.063291139,0.063291139
1983,ATL,0.575,80,46,0.512195122,82,42,0.062804878,0.062804878
1946,CLE,0.467532468,77,36,0.405063291,79,32,0.062469176,0.062469176
1884,BLU,0.58,50,29,0.517857143,56,29,0.062142857,0.062142857
1946,SLB,0.454545455,77,35,0.392405063,79,31,0.062140391,0.062140391
1918,PHI,0.473684211,57,27,0.411764706,68,28,0.061919505,0.061919505
2012,CHW,0.555555556,81,45,0.49382716,81,40,0.061728395,0.061728395
2011,ATL,0.580246914,81,47,0.518518519,81,42,0.061728395,0.061728395
2009,CLE,0.432098765,81,35,0.37037037,81,30,0.061728395,0.061728395
2007,PHI,0.580246914,81,47,0.518518519,81,42,0.061728395,0.061728395
2004,NYM,0.469135802,81,38,0.407407407,81,33,0.061728395,0.061728395
2002,OAK,0.666666667,81,54,0.604938272,81,49,0.061728395,0.061728395
2001,KCR,0.432098765,81,35,0.37037037,81,30,0.061728395,0.061728395
1999,PHI,0.50617284,81,41,0.444444444,81,36,0.061728395,0.061728395
1997,OAK,0.432098765,81,35,0.37037037,81,30,0.061728395,0.061728395
1990,CLE,0.50617284,81,41,0.444444444,81,36,0.061728395,0.061728395
1990,PHI,0.50617284,81,41,0.444444444,81,36,0.061728395,0.061728395
1987,MIL,0.592592593,81,48,0.530864198,81,43,0.061728395,0.061728395
1987,MON,0.592592593,81,48,0.530864198,81,43,0.061728395,0.061728395
1985,CHC,0.50617284,81,41,0.444444444,81,36,0.061728395,0.061728395
1985,CIN,0.580246914,81,47,0.518518519,81,42,0.061728395,0.061728395
1979,SFG,0.469135802,81,38,0.407407407,81,33,0.061728395,0.061728395
1975,SDP,0.469135802,81,38,0.407407407,81,33,0.061728395,0.061728395
1974,NYY,0.580246914,81,47,0.518518519,81,42,0.061728395,0.061728395
1973,PHI,0.469135802,81,38,0.407407407,81,33,0.061728395,0.061728395
1966,CHC,0.395061728,81,32,0.333333333,81,27,0.061728395,0.061728395
1965,DET,0.580246914,81,47,0.518518519,81,42,0.061728395,0.061728395
1962,CHC,0.395061728,81,32,0.333333333,81,27,0.061728395,0.061728395
2017,STL,0.543209877,81,44,0.481481481,81,39,0.061728395,0.061728395
1985,HOU,0.543209877,81,44,0.481481481,81,39,0.061728395,0.061728395
1985,SDP,0.543209877,81,44,0.481481481,81,39,0.061728395,0.061728395
1979,TEX,0.543209877,81,44,0.481481481,81,39,0.061728395,0.061728395
1971,CHC,0.543209877,81,44,0.481481481,81,39,0.061728395,0.061728395
1971,NYM,0.543209877,81,44,0.481481481,81,39,0.061728395,0.061728395
2014,ATL,0.518518519,81,42,0.456790123,81,37,0.061728395,0.061728395
2011,CIN,0.518518519,81,42,0.456790123,81,37,0.061728395,0.061728395
1998,BAL,0.518518519,81,42,0.456790123,81,37,0.061728395,0.061728395
1997,DET,0.518518519,81,42,0.456790123,81,37,0.061728395,0.061728395
1982,NYY,0.518518519,81,42,0.456790123,81,37,0.061728395,0.061728395
1970,DET,0.518518519,81,42,0.456790123,81,37,0.061728395,0.061728395
2017,COL,0.567901235,81,46,0.50617284,81,41,0.061728395,0.061728395
2016,WSN,0.617283951,81,50,0.555555556,81,45,0.061728395,0.061728395
2012,SEA,0.49382716,81,40,0.432098765,81,35,0.061728395,0.061728395
2011,DET,0.617283951,81,50,0.555555556,81,45,0.061728395,0.061728395
